Brown Stained Glass,mcl_core:glass_brown
Sandstone Wall,mcl_walls:sandstone_11
Block of Copper,mcl_copper:block_preserved
Sandstone Wall,mcl_walls:sandstone_12
Polished Granite Stairs,mcl_stairs:stair_granite_smooth_outer
Exposed Copper,mcl_copper:block_exposed_preserved
nil,mesecons_solarpanel:solar_panel_inverted_on
Sandstone Wall,mcl_walls:sandstone_14
Oxidized Copper,mcl_copper:block_oxidized_preserved
Sandstone Wall,mcl_walls:sandstone_15
Mangrove Bark Stairs,mcl_stairs:stair_mangrove_bark_outer
Sandstone Wall,mcl_walls:sandstone_16
Mud Brick Stair,mcl_stairs:stair_mud_brick
Sandstone Wall,mcl_walls:sandstone_21
nil,mcl_doors:iron_door_t_2
Cut Copper Stairs,mcl_stairs:stair_copper_cut_outer
Cut Copper Stairs,mcl_stairs:stair_copper_cut_inner
Red Sandstone Wall,mcl_walls:redsandstone_0
Netherite Sword,mcl_tools:sword_netherite
Red Sandstone Wall,mcl_walls:redsandstone_1 Chiseled Copper,mcl_copper:block_chiseled_preserved
Waxed Cut Copper Slab,mcl_stairs:slab_copper_cut_preserved
Netherite Ingot,mcl_nether:netherite_ingot
Red Sandstone Wall,mcl_walls:redsandstone_3
Weathered Chiseled Copper,mcl_copper:block_weathered_chiseled_preserved
Red Sandstone Wall,mcl_walls:redsandstone_4
Oxidized Chiseled Copper,mcl_copper:block_oxidized_chiseled_preserved
Red Sandstone Wall,mcl_walls:redsandstone_5
Polished Diorite Stairs,mcl_stairs:stair_diorite_smooth_inner
Red Sandstone Wall,mcl_walls:redsandstone_6
Polished Diorite Slab,mcl_stairs:slab_diorite_smooth
Red Sandstone Wall,mcl_walls:redsandstone_7
Mossy Stone Brick Stairs,mcl_stairs:stair_stonebrickmossy
Red Sandstone Wall,mcl_walls:redsandstone_8
Mangrove Bark Slab,mcl_stairs:slab_mangrove_bark
Red Sandstone Wall,mcl_walls:redsandstone_9
Exposed Cut Copper Stairs,mcl_stairs:stair_copper_exposed_cut_inner
Red Sandstone Wall,mcl_walls:redsandstone_10
Wooden Shovel,mcl_tools:shovel_wood
Red Sandstone Wall,mcl_walls:redsandstone_11
Popped Chorus Fruit,mcl_end:chorus_fruit_popped
Red Sandstone Wall,mcl_walls:redsandstone_12
Exposed Cut Copper,mcl_copper:block_exposed_cut_preserved
Red Sandstone Wall,mcl_walls:redsandstone_13
Oxidized Cut Copper,mcl_copper:block_oxidized_cut_preserved
Red Sandstone Wall,mcl_walls:redsandstone_14
Stone Sword,mcl_tools:sword_stone
Red Sandstone Wall,mcl_walls:redsandstone_15
Stone Shovel,mcl_tools:shovel_stone
Red Sandstone Wall,mcl_walls:redsandstone_16
of Invisibility,mcl_potions:invisibility_splash
Red Sandstone Wall,mcl_walls:redsandstone_21
Iron Boots,mcl_armor:boots_iron
Weathered Cut Copper Stairs,mcl_stairs:stair_copper_weathered_cut
Powder snow,mcl_powder_snow:bucket_powder_snow
Stone Brick Wall,mcl_walls:stonebrick_0
Weathered Cut Copper Stairs,mcl_stairs:stair_copper_weathered_cut_inner
Stone Brick Wall,mcl_walls:stonebrick_1
of Invisibility,mcl_potions:invisibility_lingering
Stone Brick Wall,mcl_walls:stonebrick_2
Upper Exposed Cut Copper Slab,mcl_stairs:slab_copper_exposed_cut_top
Stone Brick Wall,mcl_walls:stonebrick_3
Weathered Cut Copper Slab,mcl_stairs:slab_copper_weathered_cut
Stone Brick Wall,mcl_walls:stonebrick_4
Double Weathered Cut Copper Slab,mcl_stairs:slab_copper_weathered_cut_double
Stone Brick Wall,mcl_walls:stonebrick_5
End Stone Bricks,mcl_end:end_bricks
Stone Brick Wall,mcl_walls:stonebrick_6
Golden Sword,mcl_tools:sword_gold
Stone Brick Wall,mcl_walls:stonebrick_7
Golden Shovel,mcl_tools:shovel_gold
Stone Brick Wall,mcl_walls:stonebrick_8
Purpur Pillar,mcl_end:purpur_pillar
Stone Brick Wall,mcl_walls:stonebrick_9
nil,mesecons_solarpanel:solar_panel_on
Stone Brick Wall,mcl_walls:stonebrick_10
Oxidized Cut Copper Stairs,mcl_stairs:stair_copper_oxidized_cut_inner
Stone Brick Wall,mcl_walls:stonebrick_11
Diamond Axe,mcl_tools:axe_diamond
Stone Brick Wall,mcl_walls:stonebrick_12
Inverted Daylight Sensor,mesecons_solarpanel:solar_panel_inverted_off
Stone Brick Wall,mcl_walls:stonebrick_13
Oxidized Cut Copper Slab,mcl_stairs:slab_copper_oxidized_cut
Stone Brick Wall,mcl_walls:stonebrick_14
Double Oxidized Cut Copper Slab,mcl_stairs:slab_copper_oxidized_cut_double
Stone Brick Wall,mcl_walls:stonebrick_15
nil,mesecons_button:button_oak_on
Stone Brick Wall,mcl_walls:stonebrick_16
Redstone Trail (01010100),mesecons:wire_01010100_off
Stone Brick Wall,mcl_walls:stonebrick_21
of Water Breathing,mcl_potions:water_breathing_lingering
Clock,mcl_clock:clock_0
nil,mcl_copper:door_exposed_b_1
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_0
Burn Pottery Sherd,mcl_pottery_sherds:burn
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_1
nil,mcl_copper:door_exposed_t_1
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_2
Powered Redstone Trail (11010100),mesecons:wire_11010100_on
nil,mcl_copper:door_exposed_b_2
Lime Terracotta Stairs,mcl_stairs:stair_hardened_clay_lime_inner
Flow Pottery Sherd,mcl_pottery_sherds:flow
nil,mcl_copper:door_exposed_t_2
nil,mcl_mangrove:propagule_mud
Plenty Pottery Sherd,mcl_pottery_sherds:plenty
nil,mcl_mangrove:propagule_dirt
Lime Terracotta Slab,mcl_stairs:slab_hardened_clay_lime
Lime Terracotta Slab,mcl_stairs:slab_hardened_clay_lime_top
nil,mcl_mangrove:propagule_coarse_dirt
Powered Redstone Trail (01110100),mesecons:wire_01110100_on
Redstone Trail (01110100),mesecons:wire_01110100_off
Oak Chest Boat,mcl_boats:boat_oak_chest
End Stone Brick Stairs,mcl_stairs:stair_end_bricks
Red Nether Brick Stairs,mcl_stairs:stair_red_nether_brick_outer
Weathered Chiseled Copper,mcl_copper:block_weathered_chiseled
End Stone Brick Stairs,mcl_stairs:stair_end_bricks_inner
nil,mcl_mushrooms:brown_mushroom_block_cap_001001
Mud Brick Slab,mcl_stairs:slab_mud_brick_double
Suspicious Sand,mcl_sus_nodes:sand
Suspicious Gravel,mcl_sus_nodes:gravel_3
Powered Redstone Trail (11110100),mesecons:wire_11110100_on
Weathered Copper Grate,mcl_copper:block_weathered_grate
End Stone Brick Slab,mcl_stairs:slab_end_bricks_top
End Stone Brick Slab,mcl_stairs:slab_end_bricks_double
Purple Concrete Stairs,mcl_stairs:stair_concrete_purple_outer
Purple Concrete Stairs,mcl_stairs:stair_concrete_purple_inner
Weathered Copper Bulb On,mcl_copper:bulb_weathered_on
Dropper,mcl_droppers:dropper
End Stone Brick Slab,mcl_stairs:slab_end_bricks
nil,mcl_doors:trapdoor_spruce_open
Weathered Copper Bulb,mcl_copper:bulb_weathered_off
Powered Redstone Trail (11001100),mesecons:wire_11001100_on
Redstone Trail (11001100),mesecons:wire_11001100_off
nil,mcl_meshhand:mcl_skins_base_1B47A57FF_female_crea
Purpur Stairs,mcl_stairs:stair_purpur_block
nil,mcl_meshhand:mcl_skins_base_18D471DFF_female_crea
Purpur Stairs,mcl_stairs:stair_purpur_block_outer
Purpur Stairs,mcl_stairs:stair_purpur_block_inner
nil,mcl_meshhand:mcl_skins_character_1_female_crea
nil,mcl_meshhand:mcl_skins_base_1EEB592FF_female_surv
nil,mcl_meshhand:mcl_skins_base_1EEB592FF_male_surv
Dark Oak Wood,mcl_trees:bark_stripped_dark_oak
Dark Oak Bark,mcl_trees:bark_dark_oak
Purpur Slab,mcl_stairs:slab_purpur_block
Apple,mcl_core:apple
Purpur Slab,mcl_stairs:slab_purpur_block_double
Brown Mushroom,mcl_mushrooms:mushroom_brown
nil,mcl_copper:trapdoor_weathered_open
Sand,mcl_core:sand
Birch Sapling,mcl_trees:sapling_birch
Dark Oak Sapling,mcl_trees:sapling_dark_oak
Acacia Sapling,mcl_trees:sapling_acacia
Gravel,mcl_core:gravel
Powered Redstone Trail (11011100),mesecons:wire_11011100_on
Flint,mcl_core:flint
Eye of Ender,mcl_end:ender_eye
Copper Ingot,mcl_copper:copper_ingot
Potato,mcl_farming:potato_item
Iron Ingot,mcl_core:iron_ingot
Pumpkin Seeds,mcl_farming:pumpkin_seeds
nil,mcl_copper:door_weathered_b_1
Beetroot Seeds,mcl_farming:beetroot_seeds
Cocoa Beans,mcl_cocoas:cocoa_beans
Light Grey Concrete Stairs,mcl_stairs:stair_concrete_silver
nil,mcl_copper:door_weathered_t_1
Redstone Trail (11111100),mesecons:wire_11111100_off
Dark Oak Leaves,mcl_trees:leaves_dark_oak
nil,mcl_copper:door_weathered_b_2
Oxidized Copper Trapdoor,mcl_copper:trapdoor_oxidized
Magenta Terracotta,mcl_colorblocks:hardened_clay_magenta
Weeping Vines,mcl_crimson:weeping_vines
Exposed Copper,mcl_copper:block_exposed
Light Grey Concrete Slab,mcl_stairs:slab_concrete_silver
Dark Oak Fence,mcl_fences:dark_oak_fence
Light Grey Concrete Slab,mcl_stairs:slab_concrete_silver_double
Powered Redstone Trail (00100010),mesecons:wire_00100010_on
Redstone Trail (00100010),mesecons:wire_00100010_off
Cyan Dye,mcl_dyes:cyan
Warped Wart Block,mcl_crimson:warped_wart_block
Dark Oak Fence Gate,mcl_fences:dark_oak_fence_gate
nil,mcl_fences:dark_oak_fence_gate_open
Shroomlight,mcl_crimson:shroomlight
Block of Redstone,mesecons_torch:redstoneblock
Cyan Concrete Slab,mcl_stairs:slab_concrete_cyan_double
Upper Cut Copper Slab,mcl_stairs:slab_copper_cut_top
Dark Oak Door,mcl_doors:door_dark_oak
Powered Redstone Trail (10100010),mesecons:wire_10100010_on
Torch,mcl_torches:torch
Light Grey Terracotta Stairs,mcl_stairs:stair_hardened_clay_silver
Diamond,mcl_core:diamond
Light Grey Terracotta Stairs,mcl_stairs:stair_hardened_clay_silver_outer
Light Grey Terracotta Stairs,mcl_stairs:stair_hardened_clay_silver_inner
Upper Weathered Cut Copper Slab,mcl_stairs:slab_copper_weathered_cut_top
Water Bucket,mcl_buckets:bucket_water
Weathered Copper,mcl_copper:block_weathered_preserved
Empty Bucket,mcl_buckets:bucket_empty
Weathered Cut Copper,mcl_copper:block_weathered_cut_preserved
Powered Redstone Trail (01100010),mesecons:wire_01100010_on
Redstone Trail (01100010),mesecons:wire_01100010_off
Black Dye,mcl_dyes:black
Cyan Terracotta Stairs,mcl_stairs:stair_hardened_clay_cyan_inner
White Dye,mcl_dyes:white
Waxed Cut Copper Stairs,mcl_stairs:stair_copper_cut_inner_preserved
Green Dye,mcl_dyes:green
Upper Oxidized Cut Copper Slab,mcl_stairs:slab_copper_oxidized_cut_top_preserved
Red Dye,mcl_dyes:red
nil,mcl_doors:door_dark_oak_b_2
Yellow Dye,mcl_dyes:yellow
Cyan Terracotta Slab,mcl_stairs:slab_hardened_clay_cyan_double
Brown Dye,mcl_dyes:brown
Medium Amethyst Bud,mcl_amethyst:medium_amethyst_bud
Blue Dye,mcl_dyes:blue
Preview Banner,mcl_banners:banner_preview_diagonal_right_yellow
Light Blue Concrete Stairs,mcl_stairs:stair_concrete_light_blue
Dead Tube Coral,mcl_ocean:dead_tube_coral
Grey Dye,mcl_dyes:grey
Light Blue Concrete Stairs,mcl_stairs:stair_concrete_light_blue_inner
Dead Brain Coral Fan,mcl_ocean:dead_brain_coral_fan
Preview Banner,mcl_banners:banner_preview_diagonal_left_yellow
Orange Dye,mcl_dyes:orange
Suspicious Stew,mcl_sus_stew:stew
Pink Dye,mcl_dyes:pink
Light Blue Concrete Slab,mcl_stairs:slab_concrete_light_blue
nil,mcl_doors:trapdoor_dark_oak_open
Preview Banner,mcl_banners:banner_preview_flower_yellow
Magenta Dye,mcl_dyes:magenta
Clock,mcl_clock:clock_59
String,mcl_mobitems:string
Dark Oak Stairs,mcl_stairs:stair_dark_oak
Paper,mcl_core:paper
Preview Banner,mcl_banners:banner_preview_gradient_yellow
Dark Oak Stairs,mcl_stairs:stair_dark_oak_inner
Redstone Trail (10000000),mesecons:wire_10000000_off
Iron Ore,mcl_core:stone_with_iron
Redstone,mesecons:wire_00000000_off
Grey Wool,mcl_wool:grey
Preview Banner,mcl_banners:banner_preview_gradient_up_yellow
Green Wool,mcl_wool:green
Dark Oak Bark Stairs,mcl_stairs:stair_dark_oak_bark
Redstone Trail (10111001),mesecons:wire_10111001_off
Dark Oak Bark Stairs,mcl_stairs:stair_dark_oak_bark_outer
Brown Wool,mcl_wool:brown
Preview Banner,mcl_banners:banner_preview_half_horizontal_bottom_yellow
Black Wool,mcl_wool:black
Cobblestone Wall,mcl_walls:cobble_10
White Wool,mcl_wool:white
Nether Brick Fence,mcl_fences:nether_brick_fence
Smooth Stone Slab,mcl_stairs:slab_stone
Preview Banner,mcl_banners:banner_preview_half_horizontal_yellow
Dark Oak Slab,mcl_stairs:slab_dark_oak
Dark Oak Slab,mcl_stairs:slab_dark_oak_top
Dark Oak Slab,mcl_stairs:slab_dark_oak_double
Red Nether Brick Stairs,mcl_stairs:stair_red_nether_brick
Nether Brick Stairs,mcl_stairs:stair_nether_brick_inner
Preview Banner,mcl_banners:banner_preview_half_vertical_yellow
Smooth Quartz Stairs,mcl_stairs:stair_quartz_smooth_inner
Quartz Stairs,mcl_stairs:stair_quartzblock_inner
Cobweb,mcl_core:cobweb
Stone,mcl_core:stone
Block of Quartz,mcl_nether:quartz_block
Preview Banner,mcl_banners:banner_preview_half_vertical_right_yellow
Nether Wart Block,mcl_nether:nether_wart_block
Cracked Nether Bricks,mcl_nether:cracked_nether_brick
Chest,mcl_chests:chest
Dark Oak Bark Slab,mcl_stairs:slab_dark_oak_bark
Cobblestone,mcl_core:cobble
Preview Banner,mcl_banners:banner_preview_thing_yellow
Brick,mcl_core:brick
nil,mcl_minecarts:activator_rail_on
Nether Quartz Ore,mcl_nether:quartz_ore
Water Source,mcl_core:water_source
nil,mcl_ocean:sea_pickle_1_off_dead_brain_coral_block
Preview Banner,mcl_banners:banner_preview_rhombus_yellow
Lime Concrete Slab,mcl_stairs:slab_concrete_lime_top
Dirt,mcl_core:dirt
nil,mcl_ocean:kelp_redsand
Grass Block,mcl_core:dirt_with_grass
Minecart,mcl_minecarts:minecart
Preview Banner,mcl_banners:banner_preview_skull_yellow
Dead Horn Coral,mcl_ocean:dead_horn_coral
Oak Log,mcl_trees:tree_oak
nil,mcl_mushrooms:red_mushroom_block_cap_111101
Oak Planks,mcl_trees:wood_oak
Exposed Copper Bulb,mcl_copper:bulb_exposed_off_preserved
Preview Banner,mcl_banners:banner_preview_small_stripes_yellow
Dead Fire Coral Fan,mcl_ocean:dead_fire_coral_fan
Birch Log,mcl_trees:tree_birch
nil,mcl_doors:door_oak_t_1
Birch Planks,mcl_trees:wood_birch
Oxidized Copper Grate,mcl_copper:block_oxidized_grate_preserved
Preview Banner,mcl_banners:banner_preview_square_bottom_left_yellow
Powered Redstone Trail (10010000),mesecons:wire_10010000_on
Red Sandstone Wall,mcl_walls:redsandstone_2
Fletching Table,mcl_fletching_table:fletching_table
Stick,mcl_core:stick
Oak Bark,mcl_trees:bark_oak
Preview Banner,mcl_banners:banner_preview_square_bottom_right_yellow
Lime Dye,mcl_dyes:lime
Rabbit Stew,mcl_mobitems:rabbit_stew
Lime Wool,mcl_wool:lime
Prismarine Wall,mcl_walls:prismarine_2
Mud Brick Wall,mcl_walls:mudbrick_5
Preview Banner,mcl_banners:banner_preview_square_top_left_yellow
Birch Sign,mcl_signs:wall_sign_birch
Light Blue Carpet,mcl_wool:light_blue_carpet
White Stained Glass,mcl_core:glass_white
Slimeball,mcl_mobitems:slimeball
Birch Bark Slab,mcl_stairs:slab_birch_bark_top
Preview Banner,mcl_banners:banner_preview_square_top_right_yellow
Birch Bark Slab,mcl_stairs:slab_birch_bark
Prismarine Wall,mcl_walls:prismarine_14
Light Grey Wool,mcl_wool:silver
Carrot on a Stick,mcl_mobitems:carrot_on_a_stick
Yellow Stained Glass,mcl_core:glass_yellow
Preview Banner,mcl_banners:banner_preview_straight_cross_yellow
Rail,mcl_minecarts:rail
End Stone Brick Wall,mcl_walls:endbricks_4
Birch Bark Stairs,mcl_stairs:stair_birch_bark_inner
End Stone Brick Wall,mcl_walls:endbricks_10
Warped Fungus on a Stick,mcl_mobitems:warped_fungus_on_a_stick
Preview Banner,mcl_banners:banner_preview_stripe_bottom_yellow
Pink Stained Glass,mcl_core:glass_pink
nil,mcl_mushrooms:red_mushroom_block_cap_001010
nil,mesecons_pressureplates:pressure_plate_oak_on
nil,mcl_doors:door_birch_b_1
nil,mcl_mushrooms:red_mushroom_block_cap_000101
Preview Banner,mcl_banners:banner_preview_stripe_center_yellow
Waxed mcl_copper:trapdoor_exposed_open,mcl_copper:trapdoor_exposed_open_preserved
Oak Bark Slab,mcl_stairs:slab_oak_bark_double
nil,mcl_mushrooms:red_mushroom_block_cap_000001
Magenta Stained Glass,mcl_core:glass_magenta
Prismarine Wall,mcl_walls:prismarine_8
Preview Banner,mcl_banners:banner_preview_stripe_downleft_yellow
Smooth Quartz Slab,mcl_stairs:slab_quartz_smooth
Lodestone Compass,mcl_compass:26_lodestone
Red Nether Brick Wall,mcl_walls:rednetherbrick_13
Powered Redstone Trail (00110000),mesecons:wire_00110000_on
Redstone Trail (00110000),mesecons:wire_00110000_off
Preview Banner,mcl_banners:banner_preview_stripe_downright_yellow
Prismarine Wall,mcl_walls:prismarine_3
Lodestone Compass,mcl_compass:28_lodestone
Nether Brick Stairs,mcl_stairs:stair_nether_brick
Snort Pottery Sherd,mcl_pottery_sherds:snort
Lodestone Compass,mcl_compass:29_lodestone
Preview Banner,mcl_banners:banner_preview_stripe_left_yellow
Redstone Trail (10110011),mesecons:wire_10110011_off
Blue Stained Glass,mcl_core:glass_blue
Powered Redstone Trail (10110000),mesecons:wire_10110000_on
Redstone Trail (10110000),mesecons:wire_10110000_off
Lodestone Compass,mcl_compass:31_lodestone
Preview Banner,mcl_banners:banner_preview_stripe_middle_yellow
Screwdriver,screwdriver:screwdriver
Recovery Compass,mcl_compass:0_recovery
nil,mcl_mushrooms:brown_mushroom_block_cap_000100
Green Stained Glass,mcl_core:glass_green
Smithing Template,mcl_armor:snout
Preview Banner,mcl_banners:banner_preview_stripe_right_yellow
Cut Sandstone Slab,mcl_stairs:slab_sandstonesmooth_top
Recovery Compass,mcl_compass:3_recovery
Bee Nest,mcl_beehives:bee_nest_4
Recovery Compass,mcl_compass:4_recovery
nil,mcl_mushrooms:red_mushroom_block_cap_101000
Preview Banner,mcl_banners:banner_preview_stripe_top_yellow
Redstone Trail (01110000),mesecons:wire_01110000_off
Sandstone Stairs,mcl_stairs:stair_sandstone
Recovery Compass,mcl_compass:6_recovery
Nether Brick Slab,mcl_stairs:slab_nether_brick_top
Recovery Compass,mcl_compass:7_recovery
Preview Banner,mcl_banners:banner_preview_triangle_bottom_yellow
Recovery Compass,mcl_compass:8_recovery
Black Stained Glass,mcl_core:glass_black
Warped Fungus,mcl_crimson:warped_fungus
Frosted Ice,mcl_core:frosted_ice_0
Powered Redstone Trail (11110000),mesecons:wire_11110000_on
Preview Banner,mcl_banners:banner_preview_triangle_top_yellow
Recovery Compass,mcl_compass:11_recovery
Jungle Stairs,mcl_stairs:stair_jungle_inner
nil,mcl_potions:bad_luck_splash_flying
nil,mcl_experience:orb
nil,mcl_potions:leaping_splash_flying
nil,mcl_potions:bad_luck_lingering_flying
nil,mcl_burning:fire
Vindicator,mobs_mc:vindicator
Llama,mobs_mc:llama
Parrot,mobs_mc:parrot
nil,mcl_potions:leaping_arrow_entity
nil,mcl_potions:fire_resistance_lingering_flying
Snow Golem,mobs_mc:snowman
nil,mcl_end:ender_eye
Enderman,mobs_mc:enderman
nil,mcl_minecarts:tnt_minecart
Rabbit,mobs_mc:rabbit
nil,mobs_mc:spider_eyes
Charged Creeper,mobs_mc:creeper_charged
Killer Bunny,mobs_mc:killer_bunny
nil,mcl_potions:awkward_splash_flying
Bat,mobs_mc:bat
Endermite,mobs_mc:endermite
nil,mcl_potions:awkward_lingering_flying
Spider,mobs_mc:spider
nil,mcl_pottery_sherds:pot_face
Cave Spider,mobs_mc:cave_spider
nil,mcl_experience:bottle
Mooshroom,mobs_mc:mooshroom
nil,mcl_potions:mundane_splash_flying
Silverfish,mobs_mc:silverfish
nil,mcl_banners:hanging_banner
nil,mcl_banners:standing_banner
nil,mcl_potions:mundane_lingering_flying
nil,mcl_potions:fire_resistance_arrow_entity
Dolphin,mobs_mc:dolphin
Zombified Piglin,mobs_mc:pigman
Zombified Piglin,mobs_mc:baby_pigman
Zoglin,mobs_mc:zoglin
nil,mcl_potions:thick_splash_flying
Baby Hoglin,mobs_mc:baby_hoglin
nil,mcl_potions:thick_lingering_flying
nil,mcl_potions:strength_splash_flying
nil,mcl_potions:withering_splash_flying
nil,mobs_mc:shulkerbullet
Tropical Fish,mobs_mc:tropical_fish
Squid,mobs_mc:squid
Glow Squid,mobs_mc:glow_squid
Axolotl,mobs_mc:axolotl
nil,mcl_potions:healing_splash_flying
nil,mcl_potions:strength_arrow_entity
nil,mcl_potions:withering_arrow_entity
nil,mcl_wieldview:wieldview
nil,mcl_potions:healing_lingering_flying
nil,mcl_signs:text
nil,mcl_mobspawners:doll
nil,mcl_armor_stand:armor_entity
nil,mcl_itemframes:item
nil,mcl_campfires:food_entity
nil,mcl_paintings:painting
nil,mcl_end:crystal
Ocelot,mobs_mc:ocelot
nil,mcl_potions:poison_lingering_flying
nil,mcl_minecarts:furnace_minecart
nil,mcl_potions:healing_arrow_entity
Shulker,mobs_mc:shulker
nil,mcl_potions:weakness_splash_flying
nil,mcl_potions:poison_splash_flying
nil,mcl_boats:chest_boat
nil,3d_armor_stand:armor_entity
nil,mcl_fishing:bobber_entity
Baby Strider,mobs_mc:baby_strider
nil,mcl_throwing:egg_entity
nil,mcl_potions:weakness_lingering_flying
nil,mcl_fishing:flying_bobber_entity
nil,mcl_itemframes:glow_item_frame_item
nil,mcl_itemframes:item_frame_map
Zombiefied Piglin,mobs_mc:zombified_piglin
nil,mcl_raids:ominous_banner
nil,mcl_potions:harming_splash_flying
Donkey,mobs_mc:donkey
nil,mcl_chests:chest
